,Maximum_Temperature,Minimun_Temperature,Average_Temperature,Rainfall,water_Discharge,Month_sin,Month_cos,Day_sin,Day_cos
2135,25.0,6.5,15.75,0.0,225.0,-0.5000000000000004,0.8660254037844384,-0.9680771188662041,-0.2506525322587213
2136,24.5,7.8,16.15,0.0,211.6,-0.5000000000000004,0.8660254037844384,-0.9987165071710528,-0.05064916883871355
2137,25.0,6.0,15.5,0.0,198.0,-0.5000000000000004,0.8660254037844384,-0.9884683243281114,0.15142777750457667
2138,21.5,6.5,14.0,0.0,196.8,-0.5000000000000004,0.8660254037844384,-0.9377521321470804,0.3473052528448203
2139,25.3,7.5,16.4,0.0,202.7,-0.5000000000000004,0.8660254037844384,-0.8486442574947509,0.5289640103269624
2140,24.1,8.0,16.05,0.0,172.6,-0.5000000000000004,0.8660254037844384,-0.72479278722912,0.6889669190756865
2141,24.0,8.0,16.0,0.0,174.0,-0.5000000000000004,0.8660254037844384,-0.5712682150947924,0.8207634412072763
2142,20.0,4.9,12.45,0.0,172.5,-0.5000000000000004,0.8660254037844384,-0.3943558551133187,0.9189578116202306
2143,24.4,4.9,14.65,0.0,144.3,-0.5000000000000004,0.8660254037844384,-0.20129852008866114,0.9795299412524943
2144,26.0,5.5,15.75,0.0,174.6,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
2145,24.4,6.0,15.2,0.0,159.4,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306
2146,23.0,5.5,14.25,0.0,134.0,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763
2147,20.0,5.8,12.9,0.0,157.1,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866
2148,19.0,5.0,12.0,0.0,156.2,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624
2149,21.3,4.0,12.65,0.0,152.3,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203
2150,24.0,3.5,13.75,0.0,152.6,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767
2151,27.0,3.6,15.3,0.0,139.8,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264
2152,27.3,5.6,16.45,0.0,140.3,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204
2153,20.0,4.4,12.2,0.0,153.3,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344
2154,23.5,4.0,13.75,0.0,157.9,-2.4492935982947064e-16,1.0,0.7907757369376989,-0.6121059825476626
2155,13.5,6.5,10.0,12.3,190.8,-2.4492935982947064e-16,1.0,0.6513724827222223,-0.758758122692791
2156,14.7,7.0,10.85,0.05,187.8,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821
2157,16.3,5.5,10.9,0.05,209.4,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488
2158,17.0,5.6,11.3,0.0,209.0,-2.4492935982947064e-16,1.0,0.10116832198743272,-0.994869323391895
2159,18.4,4.0,11.2,0.0,212.4,-2.4492935982947064e-16,1.0,-0.10116832198743204,-0.9948693233918952
2160,21.0,5.0,13.0,0.0,219.0,-2.4492935982947064e-16,1.0,-0.2993631229733582,-0.9541392564000488
2161,21.0,4.5,12.75,0.0,173.1,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822
2162,23.2,5.5,14.35,0.0,169.6,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911
2163,24.0,8.3,16.15,0.0,180.7,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627
2164,25.0,7.4,16.2,0.0,164.5,-2.4492935982947064e-16,1.0,-0.8978045395707417,-0.44039415155763423
2165,23.0,5.2,14.1,0.0,159.3,-2.4492935982947064e-16,1.0,-0.9680771188662041,-0.2506525322587213
2166,24.0,4.7,14.35,0.0,147.4,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871355
2167,24.5,4.3,14.4,0.0,148.2,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667
2168,23.5,4.5,14.0,0.0,132.6,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203
2169,23.7,4.6,14.15,0.0,107.1,-2.4492935982947064e-16,1.0,-0.8486442574947509,0.5289640103269624
2170,17.3,4.7,11.0,0.0,102.2,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865
2171,23.9,3.5,13.7,0.0,105.4,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763
2172,25.0,2.5,13.75,0.0,106.7,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306
2173,23.8,2.8,13.3,0.0,101.5,-2.4492935982947064e-16,1.0,-0.20129852008866114,0.9795299412524943
2174,24.0,3.5,13.75,0.0,113.2,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2175,23.0,1.8,12.4,0.0,108.9,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2176,22.8,1.6,12.2,0.0,81.43,0.49999999999999994,0.8660254037844387,0.39435585511331855,0.9189578116202306
2177,19.4,1.6,10.5,0.0,95.28,0.49999999999999994,0.8660254037844387,0.5712682150947923,0.8207634412072763
2178,21.0,1.6,11.3,0.0,95.49,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866
2179,12.5,2.4,7.45,0.0,106.3,0.49999999999999994,0.8660254037844387,0.8486442574947509,0.5289640103269624
2180,18.0,3.0,10.5,0.0,108.7,0.49999999999999994,0.8660254037844387,0.9377521321470804,0.3473052528448203
2181,19.3,2.0,10.65,0.0,128.0,0.49999999999999994,0.8660254037844387,0.9884683243281114,0.1514277775045767
2182,21.3,1.0,11.15,0.0,109.9,0.49999999999999994,0.8660254037844387,0.9987165071710528,-0.05064916883871264
2183,21.2,1.6,11.4,0.0,101.4,0.49999999999999994,0.8660254037844387,0.9680771188662043,-0.2506525322587204
2184,22.0,1.6,11.8,0.0,109.9,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344
2185,24.0,2.6,13.3,0.0,152.0,0.49999999999999994,0.8660254037844387,0.7907757369376989,-0.6121059825476626
2186,22.0,3.0,12.5,0.0,157.0,0.49999999999999994,0.8660254037844387,0.6513724827222223,-0.758758122692791
2187,23.2,2.4,12.8,0.0,182.5,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821
2188,21.0,2.0,11.5,0.0,149.7,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488
2189,20.0,1.5,10.75,0.0,156.0,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895
2190,24.0,1.6,12.8,0.0,172.2,0.49999999999999994,0.8660254037844387,-0.10116832198743204,-0.9948693233918952
2191,22.8,2.8,12.8,0.0,166.7,0.49999999999999994,0.8660254037844387,-0.2993631229733582,-0.9541392564000488
2192,22.8,4.2,13.5,0.0,162.3,0.49999999999999994,0.8660254037844387,-0.4853019625310808,-0.8743466161445822
2193,22.2,3.4,12.8,0.0,172.7,0.49999999999999994,0.8660254037844387,-0.651372482722222,-0.7587581226927911
2194,23.7,3.6,13.65,0.0,201.3,0.49999999999999994,0.8660254037844387,-0.7907757369376986,-0.6121059825476627
2195,28.0,3.0,15.5,0.0,205.5,0.49999999999999994,0.8660254037844387,-0.8978045395707417,-0.44039415155763423
2196,25.5,2.5,14.0,0.0,191.6,0.49999999999999994,0.8660254037844387,-0.9680771188662041,-0.2506525322587213
2197,19.8,2.9,11.35,0.0,200.3,0.49999999999999994,0.8660254037844387,-0.9987165071710528,-0.05064916883871355
2198,22.0,2.5,12.25,0.0,201.6,0.49999999999999994,0.8660254037844387,-0.9884683243281114,0.15142777750457667
2199,16.0,2.7,9.35,0.0,191.9,0.49999999999999994,0.8660254037844387,-0.9377521321470804,0.3473052528448203
2200,17.7,3.3,10.5,0.0,184.1,0.49999999999999994,0.8660254037844387,-0.8486442574947509,0.5289640103269624
2201,18.5,3.5,11.0,0.0,195.1,0.49999999999999994,0.8660254037844387,-0.72479278722912,0.6889669190756865
2202,18.4,2.0,10.2,0.0,195.3,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763
2203,20.0,4.8,12.4,0.0,178.2,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306
2204,20.8,6.7,13.75,0.0,169.3,0.49999999999999994,0.8660254037844387,-0.20129852008866114,0.9795299412524943
2205,21.5,7.0,14.25,0.0,190.3,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0
2206,20.3,6.7,13.5,0.0,207.3,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2207,22.8,6.4,14.6,0.0,217.8,0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306
2208,24.0,4.5,14.25,0.0,233.2,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
2209,23.0,3.7,13.35,0.0,246.9,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866
2210,23.5,2.5,13.0,0.0,251.1,0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
2211,23.5,2.7,13.1,0.0,251.5,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203
2212,23.2,3.0,13.1,0.0,205.2,0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767
2213,23.8,2.3,13.05,0.0,269.3,0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.05064916883871264
2214,23.5,2.5,13.0,0.0,251.4,0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204
2215,22.0,3.2,12.6,0.0,288.6,0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344
2216,19.5,5.5,12.5,0.05,282.1,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626
2217,19.0,9.0,14.0,6.0,361.6,0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791
2218,11.0,8.0,9.5,20.5,444.4,0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821
2219,15.3,7.0,11.15,0.0,425.2,0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488
2220,19.4,7.7,13.55,0.0,373.6,0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895
2221,23.0,7.0,15.0,0.0,329.9,0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952
2222,24.0,7.5,15.75,0.0,356.1,0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488
2223,25.4,6.4,15.9,0.0,335.3,0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822
2224,26.0,6.3,16.15,0.0,311.9,0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911
2225,26.0,7.6,16.8,0.0,309.4,0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627
2226,26.0,10.0,18.0,0.05,305.9,0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423
2227,25.8,9.5,17.65,0.0,305.5,0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213
2228,26.0,10.0,18.0,0.0,315.2,0.8660254037844386,0.5000000000000001,-0.9987165071710528,-0.05064916883871355
2229,24.7,11.0,17.85,4.0,356.9,0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667
2230,15.7,8.7,12.2,4.0,342.6,0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203
2231,24.4,9.6,17.0,0.0,352.7,0.8660254037844386,0.5000000000000001,-0.8486442574947509,0.5289640103269624
2232,26.0,11.8,18.9,2.0,344.8,0.8660254037844386,0.5000000000000001,-0.72479278722912,0.6889669190756865
2233,26.4,13.0,19.7,0.0,330.7,0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763
2234,27.0,13.5,20.25,0.0,307.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2235,25.7,14.7,20.2,3.8,347.3,1.0,6.123233995736766e-17,0.39435585511331855,0.9189578116202306
2236,20.0,14.6,17.3,2.0,541.0,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763
2237,22.4,9.5,15.95,0.0,619.4,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866
2238,23.0,10.0,16.5,0.0,440.1,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624
2239,26.5,10.0,18.25,0.0,340.3,1.0,6.123233995736766e-17,0.9377521321470804,0.3473052528448203
2240,28.0,9.5,18.75,0.0,259.7,1.0,6.123233995736766e-17,0.9884683243281114,0.1514277775045767
2241,28.6,10.4,19.5,0.0,170.9,1.0,6.123233995736766e-17,0.9987165071710528,-0.05064916883871264
2242,26.8,12.0,19.4,1.0,177.1,1.0,6.123233995736766e-17,0.9680771188662043,-0.2506525322587204
2243,27.0,12.5,19.75,0.0,163.2,1.0,6.123233995736766e-17,0.8978045395707416,-0.4403941515576344
2244,29.7,12.6,21.15,0.0,109.1,1.0,6.123233995736766e-17,0.7907757369376989,-0.6121059825476626
2245,29.2,14.2,21.7,0.0,87.13,1.0,6.123233995736766e-17,0.6513724827222223,-0.758758122692791
2246,29.5,15.0,22.25,0.0,126.0,1.0,6.123233995736766e-17,0.48530196253108104,-0.8743466161445821
2247,24.2,12.6,18.4,12.0,333.2,1.0,6.123233995736766e-17,0.29936312297335804,-0.9541392564000488
2248,21.0,10.6,15.8,3.0,659.2,1.0,6.123233995736766e-17,0.10116832198743272,-0.994869323391895
2249,26.0,11.5,18.75,0.0,691.0,1.0,6.123233995736766e-17,-0.10116832198743204,-0.9948693233918952
2250,27.3,10.2,18.75,0.0,419.7,1.0,6.123233995736766e-17,-0.2993631229733582,-0.9541392564000488
2251,28.6,11.8,20.200000000000003,0.0,295.6,1.0,6.123233995736766e-17,-0.4853019625310808,-0.8743466161445822
2252,28.0,13.0,20.5,1.0,270.7,1.0,6.123233995736766e-17,-0.651372482722222,-0.7587581226927911
2253,27.5,14.4,20.95,0.05,255.3,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627
2254,27.2,16.1,21.65,0.05,217.6,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423
2255,25.5,12.5,19.0,0.05,210.3,1.0,6.123233995736766e-17,-0.9680771188662041,-0.2506525322587213
2256,27.6,12.8,20.200000000000003,0.0,226.0,1.0,6.123233995736766e-17,-0.9987165071710528,-0.05064916883871355
2257,27.5,14.0,20.75,0.0,211.3,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667
2258,31.0,13.5,22.25,0.0,223.7,1.0,6.123233995736766e-17,-0.9377521321470804,0.3473052528448203
2259,32.5,13.5,23.0,0.0,257.4,1.0,6.123233995736766e-17,-0.8486442574947509,0.5289640103269624
2260,33.0,14.8,23.9,0.0,194.9,1.0,6.123233995736766e-17,-0.72479278722912,0.6889669190756865
2261,30.4,14.0,22.2,0.05,221.7,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763
2262,33.5,14.0,23.75,0.0,221.7,1.0,6.123233995736766e-17,-0.3943558551133187,0.9189578116202306
2263,35.5,14.0,24.75,0.0,205.4,1.0,6.123233995736766e-17,-0.20129852008866114,0.9795299412524943
2264,37.4,14.6,26.0,0.0,204.4,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0
2265,36.0,17.7,26.85,0.0,200.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2266,32.5,19.5,26.0,0.0,190.9,0.8660254037844387,-0.4999999999999998,0.39435585511331855,0.9189578116202306
2267,31.0,19.0,25.0,0.0,390.9,0.8660254037844387,-0.4999999999999998,0.5712682150947923,0.8207634412072763
2268,30.5,17.5,24.0,0.0,609.0,0.8660254037844387,-0.4999999999999998,0.72479278722912,0.6889669190756866
2269,32.4,17.4,24.9,0.0,606.1,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624
2270,34.0,19.0,26.5,0.0,549.7,0.8660254037844387,-0.4999999999999998,0.9377521321470804,0.3473052528448203
2271,34.4,18.5,26.45,0.0,581.3,0.8660254037844387,-0.4999999999999998,0.9884683243281114,0.1514277775045767
2272,32.7,19.8,26.25,0.05,547.0,0.8660254037844387,-0.4999999999999998,0.9987165071710528,-0.05064916883871264
2273,30.0,17.0,23.5,2.5,637.3,0.8660254037844387,-0.4999999999999998,0.9680771188662043,-0.2506525322587204
2274,28.5,16.0,22.25,40.0,1173.0,0.8660254037844387,-0.4999999999999998,0.8978045395707416,-0.4403941515576344
2275,26.5,16.2,21.35,1.0,932.4,0.8660254037844387,-0.4999999999999998,0.7907757369376989,-0.6121059825476626
2276,27.0,12.5,19.75,0.0,776.8,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.758758122692791
2277,29.5,14.0,21.75,0.0,584.2,0.8660254037844387,-0.4999999999999998,0.48530196253108104,-0.8743466161445821
2278,31.0,14.5,22.75,0.0,490.0,0.8660254037844387,-0.4999999999999998,0.29936312297335804,-0.9541392564000488
2279,32.0,15.6,23.8,0.0,415.3,0.8660254037844387,-0.4999999999999998,0.10116832198743272,-0.994869323391895
2280,33.4,19.0,26.2,4.0,325.8,0.8660254037844387,-0.4999999999999998,-0.10116832198743204,-0.9948693233918952
2281,26.0,17.0,21.5,0.0,590.6,0.8660254037844387,-0.4999999999999998,-0.2993631229733582,-0.9541392564000488
2282,27.5,17.0,22.25,1.4,1016.0,0.8660254037844387,-0.4999999999999998,-0.4853019625310808,-0.8743466161445822
2283,28.5,15.2,21.85,15.0,1082.0,0.8660254037844387,-0.4999999999999998,-0.651372482722222,-0.7587581226927911
2284,28.0,15.0,21.5,11.0,1183.0,0.8660254037844387,-0.4999999999999998,-0.7907757369376986,-0.6121059825476627
2285,17.0,10.5,13.75,26.4,1216.0,0.8660254037844387,-0.4999999999999998,-0.8978045395707417,-0.44039415155763423
2286,27.3,11.8,19.55,0.0,933.6,0.8660254037844387,-0.4999999999999998,-0.9680771188662041,-0.2506525322587213
2287,32.0,15.5,23.75,0.0,701.2,0.8660254037844387,-0.4999999999999998,-0.9987165071710528,-0.05064916883871355
2288,35.0,16.0,25.5,0.0,605.2,0.8660254037844387,-0.4999999999999998,-0.9884683243281114,0.15142777750457667
2289,34.4,20.3,27.35,0.0,568.9,0.8660254037844387,-0.4999999999999998,-0.9377521321470804,0.3473052528448203
2290,36.3,19.0,27.65,0.0,572.5,0.8660254037844387,-0.4999999999999998,-0.8486442574947509,0.5289640103269624
2291,37.0,19.5,28.25,0.0,573.9,0.8660254037844387,-0.4999999999999998,-0.72479278722912,0.6889669190756865
2292,37.8,20.5,29.15,0.0,601.0,0.8660254037844387,-0.4999999999999998,-0.5712682150947924,0.8207634412072763
2293,37.3,21.8,29.55,0.0,592.5,0.8660254037844387,-0.4999999999999998,-0.3943558551133187,0.9189578116202306
2294,39.0,19.5,29.25,0.0,604.3,0.8660254037844387,-0.4999999999999998,-0.20129852008866114,0.9795299412524943
2295,39.4,24.0,31.7,0.0,662.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2296,39.5,22.7,31.1,0.0,675.1,0.49999999999999994,-0.8660254037844387,0.39435585511331855,0.9189578116202306
2297,36.0,21.0,28.5,2.0,742.9,0.49999999999999994,-0.8660254037844387,0.5712682150947923,0.8207634412072763
2298,32.2,20.0,26.1,0.0,699.9,0.49999999999999994,-0.8660254037844387,0.72479278722912,0.6889669190756866
2299,33.5,20.6,27.05,0.05,567.8,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624
2300,31.3,21.5,26.4,1.0,607.1,0.49999999999999994,-0.8660254037844387,0.9377521321470804,0.3473052528448203
2301,30.4,17.5,23.95,13.0,755.7,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767
2302,25.4,17.8,21.6,0.0,738.2,0.49999999999999994,-0.8660254037844387,0.9987165071710528,-0.05064916883871264
2303,32.3,19.0,25.65,0.0,659.2,0.49999999999999994,-0.8660254037844387,0.9680771188662043,-0.2506525322587204
2304,34.0,21.2,27.6,0.0,615.0,0.49999999999999994,-0.8660254037844387,0.8978045395707416,-0.4403941515576344
2305,37.0,21.5,29.25,0.0,690.2,0.49999999999999994,-0.8660254037844387,0.7907757369376989,-0.6121059825476626
2306,39.0,26.8,32.9,0.0,868.0,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791
2307,35.0,19.0,27.0,9.0,1234.0,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821
2308,31.0,21.0,26.0,0.0,1404.0,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488
2309,32.4,20.0,26.2,11.0,1157.0,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895
2310,25.2,18.0,21.6,7.0,1027.0,0.49999999999999994,-0.8660254037844387,-0.10116832198743204,-0.9948693233918952
2311,33.0,19.0,26.0,4.0,960.1,0.49999999999999994,-0.8660254037844387,-0.2993631229733582,-0.9541392564000488
2312,32.5,20.0,26.25,0.05,861.9,0.49999999999999994,-0.8660254037844387,-0.4853019625310808,-0.8743466161445822
2313,33.2,18.0,25.6,6.0,869.0,0.49999999999999994,-0.8660254037844387,-0.651372482722222,-0.7587581226927911
2314,30.3,20.0,25.15,0.05,855.3,0.49999999999999994,-0.8660254037844387,-0.7907757369376986,-0.6121059825476627
2315,34.0,19.0,26.5,0.0,760.0,0.49999999999999994,-0.8660254037844387,-0.8978045395707417,-0.44039415155763423
2316,35.0,23.0,29.0,0.0,691.5,0.49999999999999994,-0.8660254037844387,-0.9680771188662041,-0.2506525322587213
2317,35.7,21.0,28.35,0.0,626.7,0.49999999999999994,-0.8660254037844387,-0.9987165071710528,-0.05064916883871355
2318,37.4,23.0,30.2,0.0,520.1,0.49999999999999994,-0.8660254037844387,-0.9884683243281114,0.15142777750457667
2319,38.5,20.0,29.25,0.0,468.8,0.49999999999999994,-0.8660254037844387,-0.9377521321470804,0.3473052528448203
2320,38.0,23.0,30.5,0.0,500.0,0.49999999999999994,-0.8660254037844387,-0.8486442574947509,0.5289640103269624
2321,40.4,22.0,31.2,0.0,557.9,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865
2322,40.7,24.0,32.35,0.0,588.0,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763
2323,42.0,24.5,33.25,0.0,687.8,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306
2324,41.0,23.0,32.0,0.0,861.0,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943
2325,42.0,22.0,32.0,0.0,940.7,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0
2326,41.0,26.0,33.5,0.0,1156.0,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2327,43.0,24.0,33.5,0.0,1407.0,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306
2328,43.0,24.0,33.5,0.0,1475.0,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763
2329,42.5,25.5,34.0,0.0,1666.0,1.2246467991473532e-16,-1.0,0.72479278722912,0.6889669190756866
2330,41.6,28.0,34.8,0.0,1913.0,1.2246467991473532e-16,-1.0,0.8486442574947509,0.5289640103269624
2331,41.8,24.4,33.099999999999994,0.0,2247.0,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203
2332,39.0,26.0,32.5,0.0,2500.0,1.2246467991473532e-16,-1.0,0.9884683243281114,0.1514277775045767
2333,39.8,28.0,33.9,0.0,2561.0,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.05064916883871264
2334,44.2,28.0,36.1,0.0,2469.0,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204
2335,35.0,23.0,29.0,0.05,2479.0,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344
2336,36.7,22.5,29.6,0.0,2373.0,1.2246467991473532e-16,-1.0,0.7907757369376989,-0.6121059825476626
2337,40.1,24.0,32.05,0.0,2183.0,1.2246467991473532e-16,-1.0,0.6513724827222223,-0.758758122692791
2338,43.2,23.0,33.1,0.0,2127.0,1.2246467991473532e-16,-1.0,0.48530196253108104,-0.8743466161445821
2339,45.0,24.0,34.5,0.0,2048.0,1.2246467991473532e-16,-1.0,0.29936312297335804,-0.9541392564000488
2340,45.8,28.0,36.9,0.0,2084.0,1.2246467991473532e-16,-1.0,0.10116832198743272,-0.994869323391895
2341,40.0,24.4,32.2,0.0,2122.0,1.2246467991473532e-16,-1.0,-0.10116832198743204,-0.9948693233918952
2342,39.0,25.0,32.0,0.0,2068.0,1.2246467991473532e-16,-1.0,-0.2993631229733582,-0.9541392564000488
2343,36.0,20.0,28.0,18.0,1995.0,1.2246467991473532e-16,-1.0,-0.4853019625310808,-0.8743466161445822
2344,36.5,24.0,30.25,0.0,1920.0,1.2246467991473532e-16,-1.0,-0.651372482722222,-0.7587581226927911
2345,38.0,24.5,31.25,0.0,1679.0,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627
2346,39.7,24.0,31.85,0.0,1606.0,1.2246467991473532e-16,-1.0,-0.8978045395707417,-0.44039415155763423
2347,38.8,25.6,32.2,0.0,1691.0,1.2246467991473532e-16,-1.0,-0.9680771188662041,-0.2506525322587213
2348,37.0,24.0,30.5,0.05,1687.0,1.2246467991473532e-16,-1.0,-0.9987165071710528,-0.05064916883871355
2349,40.0,25.0,32.5,0.0,1540.0,1.2246467991473532e-16,-1.0,-0.9884683243281114,0.15142777750457667
2350,40.0,24.0,32.0,0.0,1333.0,1.2246467991473532e-16,-1.0,-0.9377521321470804,0.3473052528448203
2351,43.0,24.0,33.5,0.0,1267.0,1.2246467991473532e-16,-1.0,-0.8486442574947509,0.5289640103269624
2352,42.6,25.0,33.8,0.0,1280.0,1.2246467991473532e-16,-1.0,-0.72479278722912,0.6889669190756865
2353,38.3,23.8,31.05,0.0,1302.0,1.2246467991473532e-16,-1.0,-0.5712682150947924,0.8207634412072763
2354,38.0,25.6,31.8,0.0,1281.0,1.2246467991473532e-16,-1.0,-0.3943558551133187,0.9189578116202306
2355,38.0,26.0,32.0,0.0,1312.0,1.2246467991473532e-16,-1.0,-0.20129852008866114,0.9795299412524943
2356,38.6,25.0,31.8,0.0,1376.0,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2357,40.7,28.0,34.35,0.0,1353.0,-0.4999999999999997,-0.8660254037844388,0.39435585511331855,0.9189578116202306
2358,42.5,26.0,34.25,0.0,1476.0,-0.4999999999999997,-0.8660254037844388,0.5712682150947923,0.8207634412072763
2359,38.3,21.0,29.65,9.0,1663.0,-0.4999999999999997,-0.8660254037844388,0.72479278722912,0.6889669190756866
2360,35.0,23.0,29.0,0.0,1489.0,-0.4999999999999997,-0.8660254037844388,0.8486442574947509,0.5289640103269624
2361,34.0,23.0,28.5,0.05,1385.0,-0.4999999999999997,-0.8660254037844388,0.9377521321470804,0.3473052528448203
2362,40.4,25.0,32.7,0.0,1239.0,-0.4999999999999997,-0.8660254037844388,0.9884683243281114,0.1514277775045767
2363,40.5,25.0,32.75,0.0,1161.0,-0.4999999999999997,-0.8660254037844388,0.9987165071710528,-0.05064916883871264
2364,41.3,27.0,34.15,0.0,920.4,-0.4999999999999997,-0.8660254037844388,0.9680771188662043,-0.2506525322587204
2365,42.0,27.5,34.75,0.0,920.5,-0.4999999999999997,-0.8660254037844388,0.8978045395707416,-0.4403941515576344
2366,41.0,29.0,35.0,0.0,1039.0,-0.4999999999999997,-0.8660254037844388,0.7907757369376989,-0.6121059825476626
